Camera Number,Date,Time,Species
KCH01,4/12/2019,11:05 AM,capercaillie
KCH01,4/14/2019,12:48 PM,capercaillie
KCH01,4/17/2019,12:20 AM,hare 
KCH01,4/17/2019,10:32 AM,fox
KCH01,5/6/2019,8:50 AM,roe deer
KCH01,5/10/2019,1:50 AM,badger
KCH01,5/10/2019,2:37 AM,roe deer
KCH01,5/13/2019,3:09 PM,roe deer
KCH01,5/25/2019,6:50 AM,roe deer
KCH01,6/10/2019,7:41 PM,fox
KCH01,6/16/2019,8:53 AM,fox
KCH01,6/20/2019,5:20 PM,fox
KCH01,6/21/2019,11:54 PM,badger
KCH01,7/11/2020,5:19 AM,roe deer
KCH01,7/15/2020,5:35 AM,roe deer
KCH01,7/16/2020,5:13 PM,wild boar
KCH01,7/18/2020,1:36 AM,fox
KCH01,7/21/2020,11:31 AM,wild boar
KCH01,8/14/2020,4:37 AM,fox
KCH01,9/1/2020,2:52 PM,roe deer
KCH01,9/14/2020,8:48 AM,wolf
KCH01,10/11/2020,7:16 AM,roe deer
KCH01,11/2/2020,10:33 PM,lynx
KCH01,12/1/2020,6:26 PM,fox
KCH01,12/5/2020,9:07 AM,roe deer
KCH01,2/2/2021,2:12 AM,sable
KCH01,3/3/2021,9:52 PM,sable
KCH01,4/20/2021,1:51 PM,fox
KCH01,4/29/2021,9:27 AM,wild boar
KCH01,5/2/2021,2:39 PM,fox
KCH01,9/21/2020,7:43 AM,red deer
KCH01,3/9/2022,11:31 PM,sable
KCH01,3/27/2022,11:31 PM,sable
KCH01,5/7/2022,5:27 AM,roe deer
KCH01,5/8/2022,7:48 PM,roe deer
KCH01,5/14/2022,7:30 AM,fox
KCH01,5/18/2022,5:57 AM,roe deer
KCH01,5/20/2022,6:06 AM,roe deer
KCH01,11/20/2021,10:13 PM,red deer
KCH01,11/13/2021,4:43 PM,red deer
KCH01,9/12/2020,7:26 AM,roe deer
KCH01,9/17/2020,5:24 AM,roe deer
KCH01,6/15/2019,2:23 PM,bear
KCH01,12/2/2021,5:13 PM,red deer
KCH01,9/20/2020,6:46 PM,roe deer
KCH01,9/27/2020,6:10 PM,roe deer
KCH01,12/19/2021,6:13 PM,red deer
KCH01,4/28/2021,5:30 PM,bear
KCH01,7/21/2020,6:17 PM,bear
KCH01,4/28/2022,8:36 PM,red deer
KCH01,9/22/2020,8:04 PM,bear
KCH01,7/30/2020,8:12 PM,bear
KCH01,12/18/2020,3:27 AM,moose
KCH01,11/22/2021,4:24 AM,moose
KCH01,4/28/2022,2:53 AM,red deer
KCH01,4/30/2022,11:23 AM,moose
KCH01,11/15/2021,3:00 AM,red deer
KCH01,12/17/2020,5:12 PM,moose
KCH01,8/28/2020,8:03 PM,roe deer
KCH01,8/29/2020,7:11 PM,roe deer
KCH01,9/21/2020,7:56 AM,red deer
KCH01,11/20/2021,8:41 AM,red deer
KCH02,10/29/2019,12:09 AM,bear
KCH02,9/27/2021,6:27 PM,red deer
KCH02,9/27/2020,1:18 PM,red deer
KCH02,9/22/2019,7:38 PM,red deer
KCH02,12/1/2019,8:30 PM,fox
KCH02,9/15/2019,12:46 AM,red deer
KCH02,4/10/2020,11:36 PM,sable
KCH02,"May 28,2020",5:20 AM,wild boar
KCH02,"June 10,2020",4:36 PM,wild boar
KCH02,8/3/2020,9:07 AM,wild boar
KCH02,5/1/2020,5:25 AM,bear
KCH02,10/2/2020,5:49 PM,roe deer
KCH02,10/3/2020,1:27 PM,red deer
KCH02,8/20/2019,5:27 AM,bear
KCH02,10/2/2021,11:40 PM,red deer
KCH02,12/8/2020,11:48 AM,wolverine
KCH02,12/11/2020,10:02 AM,wolverine
KCH02,10/15/2020,5:54 PM,red deer
KCH02,10/14/2020,6:06 PM,red deer
KCH02,11/7/2021,12:54 AM,musk deer
KCH02,11/8/2021,10:08 PM,musk deer
KCH02,11/9/2021,3:21 AM,musk deer
KCH02,10/10/2021,6:32 PM,red deer
KCH02,5/7/2020,5:59 AM,bear
KCH02,"May 14,2020",6:55 AM,bear
KCH02,9/28/2021,7:14 AM,bear
KCH02,5/6/2020,5:57 AM,red deer
KCH02,5/4/2020,1:34 AM,red deer
KCH02,"May 16,2020",8:30 AM,bear
KCH02,8/15/2020,9:56 AM,bear
KCH02,3/8/2020,12:08 PM,red deer
KCH02,3/3/2020,7:22 PM,red deer
KCH02,9/19/2021,1:16 PM,bear
KCH02,4/1/2020,2:24 PM,bear
KCH02,10/3/2020,2:26 PM,bear
KCH02,"May 16,2020",2:38 PM,bear
KCH02,2/12/2020,4:54 PM,red deer
KCH02,9/30/2020,6:34 AM,roe deer
KCH02,"May 21,2020",6:00 PM,bear
KCH02,9/9/2019,7:48 AM,roe deer
KCH02,2/13/2020,1:01 AM,moose
KCH02,1/1/2020,1:21 AM,moose
KCH02,3/26/2021,1:47 AM,moose
KCH02,11/13/2019,3:24 AM,moose
KCH02,12/12/2020,4:00 AM,moose
KCH02,4/5/2021,4:04 AM,moose
KCH02,11/17/2020,6:44 AM,moose
KCH02,12/27/2019,8:29 AM,moose
KCH02,3/20/2021,1:07 PM,moose
KCH02,9/18/2021,1:43 PM,moose
KCH02,11/14/2020,3:11 PM,moose
KCH02,1/21/2021,5:18 PM,moose
KCH02,11/14/2020,6:30 PM,moose
KCH02,10/8/2021,6:40 PM,moose
KCH02,4/13/2021,7:46 PM,moose
KCH02,12/17/2019,9:04 PM,moose
KCH02,9/25/2021,9:30 PM,moose
KCH02,8/1/2020,5:59 AM,red deer
KCH02,8/14/2019,6:50 AM,roe deer
KCH02,8/16/2019,5:25 AM,roe deer
KCH02,8/16/2019,8:26 AM,roe deer
KCH02,8/20/2019,7:12 PM,roe deer
KCH02,9/19/2021,9:56 PM,moose
KCH02,12/15/2020,8:56 AM,red deer
KCH02,7/3/2020,9:22 PM,bear
KCH02,10/13/2021,10:01 AM,red deer
KCH02,3/1/2020,11:06 AM,red deer
KCH02,12/12/2021,12:44 PM,red deer
KCH02,2/13/2020,1:01 PM,red deer
KCH02,11/7/2019,10:30 PM,red deer
KCH03,9/22/2022,7:20 AM,red deer
KCH03,9/18/2020,8:48 PM,red deer
KCH03,9/12/2022,8:38 PM,red deer
KCH03,6/8/2021,4:09 AM,bear
KCH03,6/8/2022,4:44 AM,bear
KCH03,10/3/2021,9:16 AM,red deer
KCH03,5/25/2020,11:14 AM,wild boar
KCH03,6/6/2020,2:11 PM,roe deer
KCH03,11/8/2022,5:14 AM,red deer
KCH03,7/23/2021,6:58 AM,bear
KCH03,6/22/2020,7:41 PM,roe deer
KCH03,6/28/2020,6:40 AM,roe deer
KCH03,7/8/2020,8:02 PM,roe deer
KCH03,11/15/2020,10:08 PM,red deer
KCH03,9/15/2020,5:22 PM,wild boar
KCH03,11/9/2020,2:53 AM,wild boar
KCH03,5/25/2021,7:50 PM,roe deer
KCH03,5/27/2021,7:04 AM,roe deer
KCH03,10/1/2020,7:34 AM,bear
KCH03,6/8/2021,11:16 AM,wild boar
KCH03,6/8/2021,11:55 AM,wild boar
KCH03,6/25/2021,4:13 PM,roe deer
KCH03,6/27/2021,6:45 AM,roe deer
KCH03,9/24/2021,7:45 AM,bear
KCH03,7/24/2021,6:01 AM,roe deer
KCH03,7/26/2021,6:26 PM,roe deer
KCH03,9/13/2021,8:28 AM,bear
KCH03,10/2/2021,8:41 AM,bear
KCH03,10/6/2021,12:12 AM,roe deer
KCH03,3/2/2022,7:52 AM,sable
KCH03,3/10/2022,11:40 AM,sable
KCH03,3/12/2022,8:59 AM,sable
KCH03,6/9/2020,9:02 AM,bear
KCH03,5/5/2022,7:19 AM,roe deer
KCH03,5/9/2022,1:06 AM,badger
KCH03,4/10/2023,9:20 AM,bear
KCH03,5/24/2022,8:12 PM,roe deer
KCH03,5/25/2022,4:19 PM,roe deer
KCH03,6/3/2022,5:21 AM,roe deer
KCH03,6/3/2022,8:52 PM,roe deer
KCH03,6/3/2022,9:01 PM,roe deer
KCH03,6/5/2022,7:24 AM,roe deer
KCH03,6/5/2022,12:33 PM,roe deer
KCH03,6/16/2022,9:25 PM,roe deer
KCH03,6/19/2022,4:52 AM,roe deer
KCH03,6/20/2022,3:29 AM,roe deer
KCH03,7/3/2022,6:16 AM,roe deer
KCH03,7/24/2021,9:23 AM,bear
KCH03,7/14/2022,5:44 AM,roe deer
KCH03,8/5/2019,9:49 AM,bear
KCH03,5/2/2020,5:35 AM,red deer
KCH03,3/17/2023,12:39 AM,sable
KCH03,3/26/2023,12:39 AM,sable
KCH03,6/8/2020,5:26 PM,red deer
KCH03,6/7/2020,6:51 PM,red deer
KCH03,8/18/2019,11:44 AM,bear
KCH03,5/16/2020,11:52 AM,bear
KCH03,5/12/2020,11:58 AM,bear
KCH03,5/2/2022,1:07 PM,bear
KCH03,6/21/2021,7:46 PM,red deer
KCH03,"June 14,2020",9:55 PM,red deer
KCH03,7/31/2020,7:39 PM,red deer
KCH03,7/22/2021,9:19 PM,red deer
KCH03,9/14/2021,1:32 PM,bear
KCH03,8/15/2022,1:46 PM,bear
KCH03,7/19/2021,2:38 PM,bear
KCH03,4/16/2022,2:43 PM,bear
KCH03,7/25/2022,2:47 PM,bear
KCH03,4/18/2020,2:50 PM,bear
KCH03,9/15/2021,2:50 PM,bear
KCH03,7/11/2022,2:56 PM,bear
KCH03,4/7/2020,3:07 PM,bear
KCH03,7/30/2021,3:39 PM,bear
KCH03,6/7/2021,3:57 PM,bear
KCH03,6/7/2021,3:59 PM,bear
KCH03,5/15/2022,4:37 PM,bear
KCH03,7/18/2022,4:38 PM,bear
KCH03,7/1/2021,3:27 AM,red deer
KCH03,7/23/2022,5:01 PM,bear
KCH03,12/2/2021,2:38 AM,red deer
KCH03,8/4/2019,5:03 PM,bear
KCH03,9/29/2022,5:49 PM,roe deer
KCH03,9/3/2020,7:12 PM,roe deer
KCH03,7/1/2020,5:47 PM,bear
KCH03,7/7/2021,6:00 PM,bear
KCH03,7/25/2022,6:00 PM,bear
KCH03,8/9/2020,6:27 AM,red deer
KCH03,4/13/2022,7:05 PM,bear
KCH03,8/23/2022,9:07 PM,red deer
KCH03,7/20/2022,7:16 PM,bear
KCH03,5/27/2020,8:03 PM,bear
KCH03,4/6/2020,8:32 PM,bear
KCH03,5/27/2020,8:38 PM,bear
KCH03,5/26/2021,5:43 AM,moose
KCH03,1/23/2022,6:05 AM,moose
KCH03,7/6/2020,7:00 AM,roe deer
KCH03,1/20/2023,7:44 AM,moose
KCH03,9/13/2022,12:47 PM,moose
KCH03,10/31/2020,1:02 PM,moose
KCH03,12/6/2020,3:31 PM,moose
KCH03,6/21/2021,4:11 PM,moose
KCH03,1/19/2022,5:03 PM,moose
KCH03,10/7/2020,5:07 PM,moose
KCH03,1/18/2022,5:42 PM,moose
KCH03,4/17/2022,5:57 PM,moose
KCH03,10/14/2020,6:41 PM,moose
KCH03,4/25/2023,7:37 PM,moose
KCH03,6/16/2022,9:58 AM,roe deer
KCH03,6/19/2022,4:59 AM,red deer
KCH03,7/26/2022,5:07 AM,red deer
KCH03,8/19/2020,4:05 PM,roe deer
KCH03,8/15/2020,6:22 AM,roe deer
KCH03,8/24/2020,8:21 AM,roe deer
KCH03,8/4/2020,5:08 AM,roe deer
KCH03,1/19/2022,9:40 PM,moose
KCH03,8/4/2022,8:15 AM,roe deer
KCH03,6/6/2022,10:35 PM,moose
KCH03,7/31/2022,10:01 PM,bear
KCH03,9/15/2020,9:48 AM,red deer
KCH03,9/19/2022,9:53 AM,red deer
KCH03,6/18/2021,6:15 PM,red deer
KCH04,9/27/2019,12:44 AM,bear
KCH04,9/29/2020,7:31 AM,red deer
KCH04,9/24/2019,5:55 AM,red deer
KCH04,10/9/2019,3:21 AM,red deer
KCH04,10/1/2019,12:21 AM,red deer
KCH04,9/1/2019,12:46 AM,fox
KCH04,9/3/2019,4:17 AM,fox
KCH04,9/6/2019,7:09 AM,fox
KCH04,9/15/2019,6:23 PM,fox
KCH04,9/24/2019,9:09 PM,fox
KCH04,9/27/2019,5:43 AM,fox
KCH04,10/8/2019,6:08 AM,fox
KCH04,10/8/2019,6:45 PM,fox
KCH04,7/31/2020,6:21 PM,roe deer
KCH04,10/3/2020,12:12 PM,roe deer
KCH04,9/14/2019,10:17 AM,roe deer
KCH04,10/2/2020,12:33 PM,bear
KCH04,9/3/2020,11:20 PM,roe deer
KCH04,8/29/2019,7:16 PM,bear
KCH04,8/1/2020,7:04 PM,roe deer
KCH04,8/11/2020,3:48 PM,roe deer
KCH04,8/13/2020,6:44 PM,roe deer
KCH04,8/14/2020,6:26 AM,roe deer
KCH04,8/21/2020,8:16 AM,roe deer
KCH04,8/22/2020,5:29 AM,roe deer
KCH04,8/27/2020,5:19 PM,roe deer
KCH04,8/28/2020,6:53 PM,roe deer
KCH04,8/29/2020,7:47 PM,roe deer
KCH04,8/3/2020,5:39 AM,roe deer
KCH04,9/13/2020,6:30 PM,roe deer
KCH04,8/4/2020,8:08 PM,roe deer
KCH04,8/8/2020,5:36 AM,roe deer
KCH05,9/18/2021,1:55 AM,bear
KCH05,9/1/2020,6:53 PM,roe deer
KCH05,9/1/2021,9:51 AM,roe deer
KCH05,9/11/2020,7:22 AM,roe deer
KCH05,9/15/2021,7:59 PM,red deer
KCH05,9/14/2021,12:46 PM,red deer
KCH05,9/14/2020,6:09 AM,red deer
KCH05,5/18/2021,4:28 AM,bear
KCH05,9/11/2020,5:10 PM,roe deer
KCH05,5/9/2021,1:54 PM,red deer
KCH05,4/25/2021,7:48 AM,bear
KCH05,5/31/2021,1:24 PM,red deer
KCH05,10/4/2021,8:15 AM,bear
KCH05,5/22/2021,8:25 AM,bear
KCH05,5/22/2021,10:11 PM,red deer
KCH05,5/22/2021,6:04 AM,red deer
KCH05,5/21/2021,10:18 AM,red deer
KCH05,8/4/2020,9:27 AM,bear
KCH05,5/17/2021,4:55 PM,red deer
KCH05,5/16/2021,12:55 PM,red deer
KCH05,6/5/2021,5:53 PM,red deer
KCH05,5/11/2021,8:45 AM,roe deer
KCH05,5/15/2021,5:21 PM,roe deer
KCH05,6/30/2021,1:35 PM,red deer
KCH05,5/17/2021,3:42 AM,roe deer
KCH05,5/20/2021,7:18 AM,roe deer
KCH05,5/27/2021,6:15 PM,roe deer
KCH05,5/27/2021,7:28 PM,roe deer
KCH05,6/2/2021,12:37 PM,bear
KCH05,6/3/2021,5:28 AM,roe deer
KCH05,6/16/2021,9:43 AM,red deer
KCH05,6/16/2021,1:24 PM,red deer
KCH05,6/15/2021,3:20 AM,red deer
KCH05,7/9/2021,7:38 AM,red deer
KCH05,7/5/2021,12:07 AM,red deer
KCH05,7/28/2021,1:08 PM,red deer
KCH05,7/28/2021,2:16 PM,roe deer
KCH05,9/6/2021,1:30 PM,bear
KCH05,5/29/2021,1:46 PM,bear
KCH05,6/9/2021,1:47 PM,bear
KCH05,5/30/2021,1:49 PM,bear
KCH05,6/3/2021,2:53 PM,bear
KCH05,7/20/2021,4:34 PM,red deer
KCH05,7/10/2021,12:04 AM,red deer
KCH05,9/23/2020,7:34 AM,roe deer
KCH05,5/27/2021,5:38 PM,bear
KCH05,9/5/2020,10:06 PM,roe deer
KCH05,9/7/2020,9:11 AM,roe deer
KCH05,8/14/2020,5:30 AM,roe deer
KCH05,9/2/2020,7:00 AM,roe deer
KCH05,6/19/2021,10:04 AM,roe deer
KCH05,6/14/2021,11:06 AM,roe deer
KCH05,6/28/2021,12:59 PM,roe deer
KCH05,8/18/2021,1:25 PM,roe deer
KCH05,6/3/2021,3:58 AM,red deer
KCH05,8/10/2020,3:31 PM,roe deer
KCH05,8/17/2021,8:36 AM,roe deer
KCH05,9/10/2020,5:58 PM,roe deer
KCH05,8/21/2020,6:01 PM,roe deer
KCH05,8/21/2020,7:34 PM,roe deer
KCH05,8/22/2020,5:16 AM,roe deer
KCH05,8/22/2020,12:44 PM,roe deer
KCH05,8/24/2020,7:07 PM,roe deer
KCH05,8/24/2021,12:40 PM,roe deer
KCH05,8/28/2020,12:33 PM,roe deer
KCH05,8/28/2020,7:27 PM,roe deer
KCH05,8/30/2020,7:25 AM,roe deer
KCH05,8/31/2020,6:18 PM,roe deer
KCH05,8/4/2020,3:56 AM,roe deer
KCH05,8/4/2021,8:36 AM,roe deer
KCH05,8/10/2020,8:00 PM,roe deer
KCH05,6/3/2021,9:07 AM,red deer
KCH05,6/16/2021,11:24 AM,red deer
KCH05,9/15/2021,12:56 PM,red deer
KCH05,7/16/2021,2:53 PM,red deer
KCH05,6/23/2021,3:48 PM,red deer
KCH05,9/12/2020,10:30 PM,red deer
KCH06,9/22/2020,5:11 PM,red deer
KCH06,9/12/2020,10:42 PM,red deer
KCH06,5/29/2020,4:54 AM,bear
KCH06,5/11/2020,4:59 AM,bear
KCH06,5/15/2020,5:28 AM,bear
KCH06,5/22/2020,5:52 AM,bear
KCH06,5/12/2020,5:57 AM,bear
KCH06,5/14/2020,6:04 AM,bear
KCH06,5/10/2020,6:13 AM,bear
KCH06,5/3/2020,6:14 AM,bear
KCH06,6/6/2020,6:20 AM,bear
KCH06,5/2/2020,6:31 AM,bear
KCH06,5/26/2020,6:31 AM,bear
KCH06,6/28/2020,6:36 AM,bear
KCH06,5/27/2020,7:01 AM,bear
KCH06,9/11/2020,7:01 AM,roe deer
KCH06,6/15/2020,7:08 AM,bear
KCH06,6/13/2020,8:27 AM,bear
KCH06,4/28/2020,9:06 AM,bear
KCH06,5/27/2020,9:34 AM,bear
KCH06,5/14/2020,10:47 AM,bear
KCH06,6/10/2020,11:11 AM,bear
KCH06,9/13/2020,12:58 PM,roe deer
KCH06,9/14/2020,7:09 AM,roe deer
KCH06,9/15/2020,6:57 AM,roe deer
KCH06,9/16/2020,7:49 AM,roe deer
KCH06,9/16/2020,6:26 PM,roe deer
KCH06,9/18/2020,3:14 PM,roe deer
KCH06,6/4/2020,4:37 AM,red deer
KCH06,6/4/2020,5:09 PM,red deer
KCH06,6/25/2020,1:22 PM,red deer
KCH06,6/25/2020,9:37 PM,red deer
KCH06,6/14/2020,10:27 PM,red deer
KCH06,6/24/2020,1:18 PM,bear
KCH06,7/26/2020,6:39 AM,red deer
KCH06,10/10/2019,11:34 PM,fox
KCH06,11/24/2019,12:52 PM,sable
KCH06,6/1/2020,3:36 PM,bear
KCH06,6/1/2020,8:04 PM,roe deer
KCH06,5/14/2020,3:55 PM,bear
KCH06,6/9/2020,5:08 AM,roe deer
KCH06,9/14/2020,4:05 PM,bear
KCH06,7/18/2020,6:52 PM,red deer
KCH06,6/23/2020,5:01 AM,roe deer
KCH06,7/6/2020,4:45 AM,roe deer
KCH06,7/9/2020,8:02 PM,roe deer
KCH06,7/9/2020,8:23 PM,roe deer
KCH06,7/12/2020,7:18 AM,roe deer
KCH06,7/14/2020,9:57 PM,roe deer
KCH06,7/31/2020,8:27 AM,roe deer
KCH06,9/21/2020,9:36 AM,roe deer
KCH06,9/28/2020,6:18 AM,roe deer
KCH06,9/1/2020,5:18 PM,bear
KCH06,8/6/2020,5:19 AM,red deer
KCH06,6/10/2020,7:13 PM,bear
KCH06,8/10/2020,2:24 AM,red deer
KCH06,5/26/2020,7:14 PM,bear
KCH06,5/27/2020,7:37 PM,bear
KCH06,5/12/2020,7:47 PM,bear
KCH06,5/30/2020,8:08 PM,bear
KCH06,5/26/2020,8:13 PM,bear
KCH06,8/15/2020,8:58 AM,roe deer
KCH06,5/31/2020,9:11 PM,bear
KCH06,9/8/2020,12:32 PM,roe deer
KCH06,8/11/2020,8:04 PM,roe deer
KCH06,8/13/2020,5:13 PM,roe deer
KCH06,8/14/2020,6:16 PM,roe deer
KCH06,8/16/2020,6:29 AM,roe deer
KCH06,8/16/2020,8:12 AM,roe deer
KCH06,8/24/2020,8:14 AM,roe deer
KCH06,8/25/2020,8:10 AM,roe deer
KCH06,8/27/2020,1:54 AM,roe deer
KCH06,8/28/2020,8:07 PM,roe deer
KCH06,8/3/2020,11:25 PM,roe deer
KCH06,8/30/2020,6:23 AM,roe deer
KCH06,8/28/2020,7:30 PM,roe deer
KCH06,8/8/2020,8:00 PM,roe deer
KCH06,6/4/2020,10:03 PM,bear
KCH07,4/3/2023,2:09 AM,bear
KCH07,9/10/2020,5:40 AM,roe deer
KCH07,4/10/2023,3:20 AM,bear
KCH07,5/29/2022,4:42 AM,bear
KCH07,4/26/2023,4:44 AM,bear
KCH07,4/24/2023,5:22 AM,bear
KCH07,10/18/2021,7:16 PM,red deer
KCH07,10/16/2021,12:27 AM,red deer
KCH07,10/14/2021,11:40 PM,red deer
KCH07,4/13/2021,7:20 AM,bear
KCH07,5/6/2022,7:59 PM,red deer
KCH07,4/8/2023,8:17 AM,bear
KCH07,8/10/2020,9:15 AM,bear
KCH07,5/3/2023,9:21 AM,bear
KCH07,8/31/2020,9:42 AM,bear
KCH07,4/12/2021,9:44 AM,bear
KCH07,9/11/2020,9:36 PM,roe deer
KCH07,7/20/2021,10:53 AM,bear
KCH07,8/12/2020,11:01 AM,bear
KCH07,5/9/2022,11:04 AM,bear
KCH07,6/9/2021,5:22 AM,red deer
KCH07,9/12/2020,7:16 AM,roe deer
KCH07,6/7/2021,5:17 AM,red deer
KCH07,7/12/2020,11:29 AM,bear
KCH07,9/1/2020,11:29 AM,bear
KCH07,4/9/2023,12:44 PM,bear
KCH07,7/6/2021,9:43 PM,red deer
KCH07,8/6/2020,1:56 PM,bear
KCH07,8/29/2020,2:32 PM,bear
KCH07,4/15/2023,2:54 PM,bear
KCH07,4/10/2023,3:33 PM,bear
KCH07,7/22/2020,4:21 AM,red deer
KCH07,7/12/2020,3:50 PM,bear
KCH07,4/10/2023,4:30 PM,bear
KCH07,9/2/2020,8:15 PM,roe deer
KCH07,7/10/2020,6:12 AM,roe deer
KCH07,4/14/2022,5:10 PM,bear
KCH07,4/16/2023,5:15 PM,bear
KCH07,7/14/2020,4:05 AM,roe deer
KCH07,7/15/2020,8:15 PM,roe deer
KCH07,7/16/2020,4:33 AM,roe deer
KCH07,7/16/2020,9:07 PM,roe deer
KCH07,7/16/2020,9:25 PM,roe deer
KCH07,7/18/2020,8:49 AM,roe deer
KCH07,7/19/2020,7:09 AM,roe deer
KCH07,7/20/2020,1:19 AM,roe deer
KCH07,7/21/2020,4:51 AM,roe deer
KCH07,7/22/2020,8:48 AM,roe deer
KCH07,7/24/2020,6:29 PM,roe deer
KCH07,7/24/2020,7:25 PM,roe deer
KCH07,7/24/2020,8:22 PM,roe deer
KCH07,7/25/2020,7:45 PM,roe deer
KCH07,7/26/2020,6:44 PM,roe deer
KCH07,7/27/2020,4:37 AM,roe deer
KCH07,7/27/2020,6:44 AM,roe deer
KCH07,7/31/2020,7:34 AM,roe deer
KCH07,6/21/2021,5:27 PM,bear
KCH07,1/25/2021,10:43 PM,sable
KCH07,2/9/2021,4:02 PM,sable
KCH07,2/9/2021,8:22 PM,sable
KCH07,2/10/2021,10:37 PM,sable
KCH07,2/11/2021,12:51 PM,sable
KCH07,2/12/2021,11:30 AM,sable
KCH07,2/12/2021,2:38 PM,sable
KCH07,2/13/2021,1:24 PM,sable
KCH07,2/15/2021,1:24 PM,sable
KCH07,2/15/2021,4:55 PM,sable
KCH07,2/16/2021,2:29 PM,sable
KCH07,2/17/2021,5:37 PM,sable
KCH07,2/20/2021,3:46 AM,sable
KCH07,2/21/2021,11:43 PM,hare
KCH07,2/22/2021,12:13 AM,hare
KCH07,3/15/2021,10:32 PM,hare
KCH07,3/15/2021,10:50 PM,hare
KCH07,4/11/2021,10:57 PM,hare
KCH07,4/28/2021,3:06 AM,sable
KCH07,5/3/2021,7:58 PM,badger
KCH07,5/18/2021,5:12 PM,roe deer
KCH07,5/18/2021,9:12 PM,roe deer
KCH07,5/19/2021,10:52 PM,roe deer
KCH07,5/19/2021,11:56 PM,badger
KCH07,5/21/2021,10:14 AM,roe deer
KCH07,5/22/2021,12:14 AM,fox
KCH07,5/22/2021,8:57 PM,roe deer
KCH07,5/22/2021,11:21 PM,roe deer
KCH07,5/25/2021,11:31 AM,roe deer
KCH07,5/31/2021,6:26 AM,roe deer
KCH07,5/31/2021,8:47 AM,roe deer
KCH07,6/1/2021,3:47 AM,roe deer
KCH07,6/1/2021,7:18 AM,roe deer
KCH07,6/1/2021,5:55 PM,roe deer
KCH07,6/1/2021,9:37 PM,roe deer
KCH07,6/3/2021,5:59 AM,roe deer
KCH07,6/3/2021,6:05 PM,roe deer
KCH07,6/3/2021,9:24 PM,roe deer
KCH07,6/7/2021,6:20 PM,roe deer
KCH07,6/7/2021,9:39 PM,roe deer
KCH07,6/8/2021,5:14 PM,roe deer
KCH07,6/8/2021,8:11 PM,roe deer
KCH07,6/9/2021,9:17 AM,roe deer
KCH07,6/11/2021,11:07 AM,roe deer
KCH07,6/12/2021,11:17 AM,roe deer
KCH07,6/18/2021,8:53 AM,roe deer
KCH07,6/27/2021,7:01 PM,bear
KCH07,6/23/2021,10:31 PM,roe deer
KCH07,5/11/2022,7:01 PM,bear
KCH07,6/28/2021,8:42 AM,roe deer
KCH07,6/28/2021,11:52 AM,roe deer
KCH07,6/29/2021,8:02 PM,roe deer
KCH07,7/1/2021,8:51 AM,roe deer
KCH07,5/31/2021,2:56 AM,roe deer
KCH07,7/11/2021,9:28 AM,roe deer
KCH07,7/14/2021,8:06 PM,roe deer
KCH07,7/21/2021,4:07 AM,roe deer
KCH07,7/22/2021,6:31 AM,roe deer
KCH07,7/25/2021,9:28 AM,roe deer
KCH07,10/18/2021,6:50 AM,fox
KCH07,10/27/2021,5:22 PM,fox
KCH07,10/31/2021,7:14 PM,wild boar
KCH07,11/6/2021,9:33 PM,fox
KCH07,4/11/2022,9:17 PM,sable
KCH07,4/13/2022,10:03 PM,sable
KCH07,4/14/2022,10:00 PM,sable
KCH07,4/21/2022,11:18 PM,sable
KCH07,4/22/2022,8:50 PM,badger
KCH07,4/23/2022,6:25 PM,badger
KCH07,4/23/2022,10:52 PM,badger
KCH07,4/25/2022,11:21 AM,badger
KCH07,4/25/2022,10:12 PM,badger
KCH07,4/26/2022,6:45 PM,badger
KCH07,4/29/2022,7:41 PM,red deer
KCH07,5/3/2022,7:34 PM,roe deer
KCH07,5/3/2022,9:06 PM,roe deer
KCH07,5/4/2022,2:43 AM,roe deer
KCH07,5/5/2022,11:06 PM,roe deer
KCH07,5/7/2022,6:26 PM,roe deer
KCH07,5/8/2022,12:43 AM,roe deer
KCH07,5/8/2022,6:41 AM,roe deer
KCH07,5/9/2022,1:55 AM,roe deer
KCH07,5/10/2022,4:09 AM,roe deer
KCH07,5/11/2022,7:26 PM,roe deer
KCH07,5/11/2022,1:57 AM,roe deer
KCH07,4/29/2021,7:26 PM,bear
KCH07,7/24/2022,9:11 PM,roe deer
KCH07,3/22/2023,3:10 AM,sable
KCH07,3/23/2023,10:25 PM,badger
KCH07,3/27/2023,6:07 AM,wolverine
KCH07,3/28/2023,12:17 AM,fox
KCH07,3/28/2023,6:56 PM,fox
KCH07,3/30/2023,5:13 AM,wolverine
KCH07,3/30/2023,2:27 PM,wolverine
KCH07,4/1/2023,1:12 AM,fox
KCH07,4/3/2023,11:15 AM,wolverine
KCH07,4/3/2023,7:03 PM,fox
KCH07,4/4/2023,12:50 AM,fox
KCH07,4/4/2023,8:12 PM,fox
KCH07,4/7/2023,7:40 PM,bear
KCH07,4/9/2023,3:47 AM,wolverine
KCH07,6/28/2021,8:07 PM,bear
KCH07,4/10/2023,3:27 AM,fox
KCH07,4/16/2023,9:03 PM,fox
KCH07,4/22/2023,6:42 AM,fox
KCH07,4/22/2023,9:51 PM,wolverine
KCH07,8/3/2020,3:01 AM,roe deer
KCH07,5/5/2022,1:47 AM,moose
KCH07,6/16/2021,3:54 AM,moose
KCH07,7/5/2020,3:59 AM,moose
KCH07,5/20/2022,4:28 AM,moose
